"ncomponentsReference" "ncomponentsSubset" "maxFeatures" "scale.center" "scale.scale" "mean_sil_score" "min_sil_score" "min_sil_score_name" "max_sil_score" "stab_knn_acc" "stab_knn_acc_bal" "stab_rsme"
"1" 30 30 900 TRUE TRUE 0.377030519883072 -0.207989806261735 "effector CD8 T cells" 0.888411843650749 0.852302172613115 0.826357056862049 1.28489328391809
"2" 50 30 900 TRUE TRUE 0.370045690690843 -0.235760635189166 "effector CD8 T cells" 0.883980768594583 0.845325891967311 0.817913962940114 1.26368437031566
"3" 70 30 900 TRUE TRUE 0.356818571122985 -0.283036039297742 "effector CD8 T cells" 0.736232949917871 0.85349810643811 0.83254341612608 1.24877270784999
"4" 30 50 900 TRUE TRUE 0.312274383352801 -0.28436006353391 "effector CD8 T cells" 0.722669385577034 0.84971098265896 0.766638011135628 1.2849291640332
"5" 50 50 900 TRUE TRUE 0.383199397351192 -0.248661794268981 "effector CD8 T cells" 0.895933622080381 0.848515048833965 0.811156665609747 1.26358929302768
"6" 70 50 900 TRUE TRUE 0.382600339574241 -0.245758958616396 "effector CD8 T cells" 0.92823588725903 0.851504883396452 0.829602055482468 1.24875749836499
"7" 30 70 900 TRUE TRUE 0.381928938326638 -0.194655611195164 "effector CD8 T cells" 0.876231840168649 0.856089296392266 0.831328407240664 1.28490658282189
"8" 50 70 900 TRUE TRUE 0.386164636851746 -0.264071688977609 "effector CD8 T cells" 0.898086883100472 0.838947578234004 0.799966568911552 1.26368951086534
"9" 70 70 900 TRUE TRUE 0.359327995412691 -0.267595525413066 "effector CD8 T cells" 0.736331515569673 0.84731911500897 0.823616452491635 1.24876102127427
"10" 30 30 1000 TRUE TRUE 0.382252762313476 -0.297681981450011 "effector CD8 T cells" 0.892138662748058 0.858680486346422 0.827489140550491 1.28492325236456
"11" 50 30 1000 TRUE TRUE 0.386540431736022 -0.256532668244766 "effector CD8 T cells" 0.903955128936937 0.857683874825593 0.820457667399326 1.26368154565418
"12" 70 30 1000 TRUE TRUE 0.378098432165584 -0.214434981732777 "effector CD8 T cells" 0.915913163100607 0.84731911500897 0.828167063807756 1.24877455404568
"13" 30 50 1000 TRUE TRUE 0.381333249035086 -0.270516918467951 "effector CD8 T cells" 0.902359994504979 0.852302172613115 0.808243556278272 1.28488265356579
"14" 50 50 1000 TRUE TRUE 0.381155571866366 -0.274869744505351 "effector CD8 T cells" 0.891298027696565 0.848116404225633 0.815569614756617 1.26363763841802
"15" 70 50 1000 TRUE TRUE 0.378750637767377 -0.209465003936915 "effector CD8 T cells" 0.890506720777359 0.841738090492326 0.820968340850057 1.24876572119147
"16" 30 70 1000 TRUE TRUE 0.376256029112029 -0.221647486424267 "effector CD8 T cells" 0.878493445810173 0.860075742475583 0.835284302428167 1.28490505206443
"17" 50 70 1000 TRUE TRUE 0.384586173557142 -0.245454941540473 "effector CD8 T cells" 0.909392780088092 0.846521825792306 0.820660502118237 1.26364888813502
"18" 70 70 1000 TRUE TRUE 0.377769047476355 -0.247387711068435 "effector CD8 T cells" 0.889387508490542 0.847717759617301 0.823788272809639 1.24875019299388
"19" 30 30 1100 TRUE TRUE 0.381358695588864 -0.293543366344415 "effector CD8 T cells" 0.906766958639163 0.85110623878812 0.820195644833381 1.28491299705483
"20" 50 30 1100 TRUE TRUE 0.385482159929005 -0.265507851648857 "effector CD8 T cells" 0.890574941142417 0.857683874825593 0.82996275357113 1.26373300967226
"21" 70 30 1100 TRUE TRUE 0.379843159379938 -0.235060361941894 "effector CD8 T cells" 0.897803619511619 0.846521825792306 0.820324709609907 1.24876774091559
"22" 30 50 1100 TRUE TRUE 0.367639012069515 -0.182175650211596 "effector CD8 T cells" 0.896310458945323 0.856288618696432 0.825017965864776 1.28491282731297
"23" 50 50 1100 TRUE TRUE 0.387015694783534 -0.254939913940269 "effector CD8 T cells" 0.918656127664281 0.845724536575643 0.818390543116942 1.26365177190028
"24" 70 50 1100 TRUE TRUE 0.378334907349223 -0.253671410922028 "effector CD8 T cells" 0.919586003525992 0.84492724735898 0.808732239438822 1.24876255948761
"25" 30 70 1100 TRUE TRUE 0.382903255269066 -0.241461571146367 "effector CD8 T cells" 0.873196866633953 0.857484552521427 0.833270824358166 1.284913493323
"26" 50 70 1100 TRUE TRUE 0.371882634799213 -0.196194842450355 "effector CD8 T cells" 0.895517096732774 0.849113015746462 0.826137661963803 1.26368189811047
"27" 70 70 1100 TRUE TRUE 0.372559607769619 -0.271031367528433 "effector CD8 T cells" 0.919888692819238 0.844129958142316 0.81383134729333 1.24876175886258
"28" 30 30 900 FALSE TRUE 0.224778422629342 -0.498991500972834 "effector CD8 T cells" 0.936283310908352 0.722742674905322 0.675035104306127 1.28707800778549
"29" 50 30 900 FALSE TRUE 0.264794786132694 -0.482359631616435 "effector CD8 T cells" 0.937067528151796 0.720550129559498 0.710282211278863 1.29210874407646
"30" 70 30 900 FALSE TRUE 0.237762580037456 -0.400669764135183 "effector CD8 T cells" 0.929770860915201 0.735897946980267 0.725108112867161 1.32992735704938
"31" 30 50 900 FALSE TRUE 0.275115708246558 -0.466464285060833 "effector CD8 T cells" 0.92881291021863 0.732509467809448 0.704353517615633 1.28707068331488
"32" 50 50 900 FALSE TRUE 0.263152776651011 -0.512808841449699 "effector CD8 T cells" 0.921550057247309 0.728722344030297 0.750777382004373 1.29210736624899
"33" 70 50 900 FALSE TRUE 0.273301625525179 -0.520664457781769 "effector CD8 T cells" 0.925129810983906 0.731712178592784 0.751326166742879 1.32995260043021
