"ncomponentsReference" "ncomponentsSubset" "maxFeatures" "scale.center" "scale.scale" "project_all" "mean_sil_score" "stab_knn_acc" "stab_knn_acc_bal" "stab_rmse" "time_integration" "time_imputation"
"elapsed59" 30 70 1740 TRUE TRUE TRUE 0.449943966725428 0.874003189792663 0.838115198083046 0.953739153239989 2.43499999999949 55.7840000000006
"elapsed60" 40 70 1740 TRUE TRUE TRUE 0.447961292152935 0.871610845295056 0.847557703809656 0.953495290757718 2.57600000000002 55.9620000000004
"elapsed61" 50 70 1740 TRUE TRUE TRUE 0.433087097168089 0.869218500797448 0.842555754364609 0.953430541995808 2.65099999999984 54.549
"elapsed62" 60 70 1740 TRUE TRUE TRUE 0.427657372526749 0.859250398724083 0.826861897283266 0.953488017280014 2.87100000000009 55.3890000000001
"elapsed63" 70 70 1740 TRUE TRUE TRUE 0.42880453114265 0.857057416267943 0.826613383019637 0.953621014776709 2.96900000000005 55.6370000000006
"elapsed64" 10 10 1740 FALSE TRUE TRUE 0.276861705609791 0.721291866028708 0.716842570631594 0.959383924053706 1.98700000000008 55.2489999999998
"elapsed65" 15 10 1740 FALSE TRUE TRUE 0.300564295169584 0.745015948963317 0.734034904868023 0.958500432184166 2.1269999999995 56.3140000000003
"elapsed66" 20 10 1740 FALSE TRUE TRUE 0.325881608460542 0.746810207336523 0.744100892939859 0.958332670443588 2.18099999999959 55.7510000000002
"elapsed67" 30 10 1740 FALSE TRUE TRUE 0.323197906538464 0.751395534290271 0.757487887941205 0.959293886754521 2.26800000000003 55.5219999999999
"elapsed68" 40 10 1740 FALSE TRUE TRUE 0.318874349858357 0.749800637958533 0.758176200357331 0.961698031428662 2.39899999999943 55.8209999999999
"elapsed69" 50 10 1740 FALSE TRUE TRUE 0.342606618857183 0.738636363636364 0.749994365897172 0.963618995357999 2.5600000000004 55.4530000000004
"elapsed70" 60 10 1740 FALSE TRUE TRUE 0.321789539938294 0.743819776714514 0.748602718181312 0.966823437480229 2.92399999999998 55.3329999999996
"elapsed71" 70 10 1740 FALSE TRUE TRUE 0.339418002588616 0.745614035087719 0.756029510729877 0.970653981515486 2.94500000000062 56.1940000000004
"elapsed72" 10 15 1740 FALSE TRUE TRUE 0.276861705609791 0.721291866028708 0.716842570631594 0.959383924053706 2.09900000000016 55.4870000000001
"elapsed73" 15 15 1740 FALSE TRUE TRUE 0.300564295169584 0.745015948963317 0.734034904868023 0.958500432184166 2.12700000000041 54.9479999999994
"elapsed74" 20 15 1740 FALSE TRUE TRUE 0.325881608460542 0.746810207336523 0.744100892939859 0.958332670443588 2.17300000000068 55.125
"elapsed75" 30 15 1740 FALSE TRUE TRUE 0.323197906538464 0.751395534290271 0.757487887941205 0.959293886754521 2.24200000000019 55.6149999999998
"elapsed76" 40 15 1740 FALSE TRUE TRUE 0.318874349858357 0.749800637958533 0.758176200357331 0.961698031428662 2.51100000000042 56.5030000000006
"elapsed77" 50 15 1740 FALSE TRUE TRUE 0.342606618857183 0.738636363636364 0.749994365897172 0.963618995357999 2.61700000000019 55.5909999999994
"elapsed78" 60 15 1740 FALSE TRUE TRUE 0.321789539938294 0.743819776714514 0.748602718181312 0.966823437480229 2.80999999999949 55.75
"elapsed79" 70 15 1740 FALSE TRUE TRUE 0.339418002588616 0.745614035087719 0.756029510729877 0.970653981515486 3.01900000000023 55.8609999999999
"elapsed80" 10 20 1740 FALSE TRUE TRUE 0.276861705609791 0.721291866028708 0.716842570631594 0.959383924053706 2.08899999999994 55.4300000000003
"elapsed81" 15 20 1740 FALSE TRUE TRUE 0.300564295169584 0.745015948963317 0.734034904868023 0.958500432184166 2.13400000000001 55.6209999999992
"elapsed82" 20 20 1740 FALSE TRUE TRUE 0.325881608460542 0.746810207336523 0.744100892939859 0.958332670443588 2.23600000000079 55.4439999999995
"elapsed83" 30 20 1740 FALSE TRUE TRUE 0.323197906538464 0.751395534290271 0.757487887941205 0.959293886754521 2.30299999999988 57.0320000000011
"elapsed84" 40 20 1740 FALSE TRUE TRUE 0.318874349858357 0.749800637958533 0.758176200357331 0.961698031428662 2.39900000000125 55.7290000000012
"elapsed85" 50 20 1740 FALSE TRUE TRUE 0.342606618857183 0.738636363636364 0.749994365897172 0.963618995357999 2.65400000000045 55.0120000000006
"elapsed86" 60 20 1740 FALSE TRUE TRUE 0.321789539938294 0.743819776714514 0.748602718181312 0.966823437480229 2.82200000000012 55.5520000000015
"elapsed87" 70 20 1740 FALSE TRUE TRUE 0.339418002588616 0.745614035087719 0.756029510729877 0.970653981515486 3.02100000000064 55.8409999999985
"elapsed88" 10 30 1740 FALSE TRUE TRUE 0.276861705609791 0.721291866028708 0.716842570631594 0.959383924053706 2.08299999999872 54.378999999999
"elapsed89" 15 30 1740 FALSE TRUE TRUE 0.300564295169584 0.745015948963317 0.734034904868023 0.958500432184166 2.14599999999882 54.5759999999991
"elapsed90" 20 30 1740 FALSE TRUE TRUE 0.325881608460542 0.746810207336523 0.744100892939859 0.958332670443588 2.13900000000103 54.6440000000002
"elapsed91" 30 30 1740 FALSE TRUE TRUE 0.323197906538464 0.751395534290271 0.757487887941205 0.959293886754521 2.28800000000047 56.5799999999999
"elapsed92" 40 30 1740 FALSE TRUE TRUE 0.318874349858357 0.749800637958533 0.758176200357331 0.961698031428662 2.53100000000086 55.1990000000005
"elapsed93" 50 30 1740 FALSE TRUE TRUE 0.342606618857183 0.738636363636364 0.749994365897172 0.963618995357999 2.61899999999878 55.6010000000006
"elapsed94" 60 30 1740 FALSE TRUE TRUE 0.321789539938294 0.743819776714514 0.748602718181312 0.966823437480229 2.87200000000121 55.8009999999995
"elapsed95" 70 30 1740 FALSE TRUE TRUE 0.339418002588616 0.745614035087719 0.756029510729877 0.970653981515486 3.06099999999969 55.8350000000009
"elapsed96" 10 40 1740 FALSE TRUE TRUE 0.276861705609791 0.721291866028708 0.716842570631594 0.959383924053706 2.10499999999956 54.9980000000014
"elapsed97" 15 40 1740 FALSE TRUE TRUE 0.300564295169584 0.745015948963317 0.734034904868023 0.958500432184166 2.15300000000025 57.1939999999995
"elapsed98" 20 40 1740 FALSE TRUE TRUE 0.325881608460542 0.746810207336523 0.744100892939859 0.958332670443588 2.19000000000051 55.4200000000001
"elapsed99" 30 40 1740 FALSE TRUE TRUE 0.323197906538464 0.751395534290271 0.757487887941205 0.959293886754521 2.32899999999972 55.1630000000005
"elapsed100" 40 40 1740 FALSE TRUE TRUE 0.318874349858357 0.749800637958533 0.758176200357331 0.961698031428662 2.45399999999972 56.2079999999987
"elapsed101" 50 40 1740 FALSE TRUE TRUE 0.342606618857183 0.738636363636364 0.749994365897172 0.963618995357999 2.65700000000106 55.0769999999993
"elapsed102" 60 40 1740 FALSE TRUE TRUE 0.321789539938294 0.743819776714514 0.748602718181312 0.966823437480229 2.84900000000016 55.6890000000003
"elapsed103" 70 40 1740 FALSE TRUE TRUE 0.339418002588616 0.745614035087719 0.756029510729877 0.970653981515486 2.99099999999999 55.6989999999987
"elapsed104" 10 50 1740 FALSE TRUE TRUE 0.276861705609791 0.721291866028708 0.716842570631594 0.959383924053706 2.09000000000015 54.2350000000006
"elapsed105" 15 50 1740 FALSE TRUE TRUE 0.300564295169584 0.745015948963317 0.734034904868023 0.958500432184166 2.1239999999998 55.1170000000002
"elapsed106" 20 50 1740 FALSE TRUE TRUE 0.325881608460542 0.746810207336523 0.744100892939859 0.958332670443588 2.21999999999935 56.3109999999997
"elapsed107" 30 50 1740 FALSE TRUE TRUE 0.323197906538464 0.751395534290271 0.757487887941205 0.959293886754521 2.31700000000092 54.9310000000005
"elapsed108" 40 50 1740 FALSE TRUE TRUE 0.318874349858357 0.749800637958533 0.758176200357331 0.961698031428662 2.40499999999884 55.4189999999999
"elapsed109" 50 50 1740 FALSE TRUE TRUE 0.342606618857183 0.738636363636364 0.749994365897172 0.963618995357999 2.66700000000128 55.4429999999993
"elapsed110" 60 50 1740 FALSE TRUE TRUE 0.321789539938294 0.743819776714514 0.748602718181312 0.966823437480229 2.85500000000138 55.1280000000006
"elapsed111" 70 50 1740 FALSE TRUE TRUE 0.339418002588616 0.745614035087719 0.756029510729877 0.970653981515486 2.96299999999974 55.512999999999
"elapsed112" 10 60 1740 FALSE TRUE TRUE 0.276861705609791 0.721291866028708 0.716842570631594 0.959383924053706 2.0619999999999 54.9329999999991
"elapsed113" 15 60 1740 FALSE TRUE TRUE 0.300564295169584 0.745015948963317 0.734034904868023 0.958500432184166 2.1820000000007 54.6990000000005
"elapsed114" 20 60 1740 FALSE TRUE TRUE 0.325881608460542 0.746810207336523 0.744100892939859 0.958332670443588 2.13699999999881 54.994999999999
"elapsed115" 30 60 1740 FALSE TRUE TRUE 0.323197906538464 0.751395534290271 0.757487887941205 0.959293886754521 2.34600000000137 55.2209999999995
"elapsed116" 40 60 1740 FALSE TRUE TRUE 0.318874349858357 0.749800637958533 0.758176200357331 0.961698031428662 2.42200000000048 55.2080000000005
"elapsed117" 50 60 1740 FALSE TRUE TRUE 0.342606618857183 0.738636363636364 0.749994365897172 0.963618995357999 2.57599999999911 55.1200000000008
"elapsed118" 60 60 1740 FALSE TRUE TRUE 0.321789539938294 0.743819776714514 0.748602718181312 0.966823437480229 2.83699999999953 55.6839999999993
"elapsed119" 70 60 1740 FALSE TRUE TRUE 0.339418002588616 0.745614035087719 0.756029510729877 0.970653981515486 2.98300000000017 55.5830000000005
"elapsed120" 10 70 1740 FALSE TRUE TRUE 0.276861705609791 0.721291866028708 0.716842570631594 0.959383924053706 2.04100000000108 54.4610000000011
"elapsed121" 15 70 1740 FALSE TRUE TRUE 0.300564295169584 0.745015948963317 0.734034904868023 0.958500432184166 2.08400000000074 54.9260000000013
"elapsed122" 20 70 1740 FALSE TRUE TRUE 0.325881608460542 0.746810207336523 0.744100892939859 0.958332670443588 2.13999999999942 54.2390000000014
"elapsed123" 30 70 1740 FALSE TRUE TRUE 0.323197906538464 0.751395534290271 0.757487887941205 0.959293886754521 2.19000000000051 54.9840000000004
"elapsed124" 40 70 1740 FALSE TRUE TRUE 0.318874349858357 0.749800637958533 0.758176200357331 0.961698031428662 2.37800000000061 54.4179999999997
"elapsed125" 50 70 1740 FALSE TRUE TRUE 0.342606618857183 0.738636363636364 0.749994365897172 0.963618995357999 2.56800000000112 55.0540000000001
"elapsed126" 60 70 1740 FALSE TRUE TRUE 0.321789539938294 0.743819776714514 0.748602718181312 0.966823437480229 2.78100000000086 54.8650000000016
"elapsed127" 70 70 1740 FALSE TRUE TRUE 0.339418002588616 0.745614035087719 0.756029510729877 0.970653981515486 2.88700000000063 54.987000000001
"elapsed128" 10 10 1740 TRUE FALSE TRUE 0.363703786813902 0.88237639553429 0.82494851580598 0.953545931254618 1.7559999999994 53.9030000000002
"elapsed129" 15 10 1740 TRUE FALSE TRUE 0.433988469811294 0.899920255183413 0.858949149219853 0.952622554141481 1.8070000000007 53.6020000000008
"elapsed130" 20 10 1740 TRUE FALSE TRUE 0.437583077081776 0.891148325358852 0.853354690306227 0.951552160906832 1.85499999999956 53.3469999999998
"elapsed131" 30 10 1740 TRUE FALSE TRUE 0.455472473389108 0.893141945773525 0.847485517330998 0.950084983853657 1.97299999999996 53.5990000000002
"elapsed132" 40 10 1740 TRUE FALSE TRUE 0.446414102490616 0.891547049441786 0.855080520882091 0.949391343369491 2.15800000000127 54.4519999999993
"elapsed133" 50 10 1740 TRUE FALSE TRUE 0.460663731318738 0.903508771929825 0.870393514176259 0.948957164191202 2.30600000000049 54.1100000000006
"elapsed134" 60 10 1740 TRUE FALSE TRUE 0.460364031247944 0.895135566188198 0.862137611790393 0.948259977331568 2.42199999999866 53.648000000001
"elapsed135" 70 10 1740 TRUE FALSE TRUE 0.462766221918145 0.897129186602871 0.865432983283237 0.947702260313508 2.57999999999993 53.4039999999986
"elapsed136" 10 15 1740 TRUE FALSE TRUE 0.363703786813902 0.88237639553429 0.82494851580598 0.953545931254618 1.73400000000038 53.1309999999994
"elapsed137" 15 15 1740 TRUE FALSE TRUE 0.433988469811294 0.899920255183413 0.858949149219853 0.952622554141481 1.78499999999985 53.3369999999995
"elapsed138" 20 15 1740 TRUE FALSE TRUE 0.437583077081776 0.891148325358852 0.853354690306227 0.951552160906832 1.85499999999956 52.7919999999995
"elapsed139" 30 15 1740 TRUE FALSE TRUE 0.455472473389108 0.893141945773525 0.847485517330998 0.950084983853657 2.01900000000023 52.985999999999
"elapsed140" 40 15 1740 TRUE FALSE TRUE 0.446414102490616 0.891547049441786 0.855080520882091 0.949391343369491 2.14500000000044 53.4179999999997
"elapsed141" 50 15 1740 TRUE FALSE TRUE 0.460663731318738 0.903508771929825 0.870393514176259 0.948957164191202 2.3130000000001 52.982
"elapsed142" 60 15 1740 TRUE FALSE TRUE 0.460364031247944 0.895135566188198 0.862137611790393 0.948259977331568 2.41599999999926 52.7520000000004
"elapsed143" 70 15 1740 TRUE FALSE TRUE 0.462766221918145 0.897129186602871 0.865432983283237 0.947702260313508 2.54500000000007 52.3940000000002
"elapsed144" 10 20 1740 TRUE FALSE TRUE 0.363703786813902 0.88237639553429 0.82494851580598 0.953545931254618 1.75300000000061 52.3399999999983
"elapsed145" 15 20 1740 TRUE FALSE TRUE 0.433988469811294 0.899920255183413 0.858949149219853 0.952622554141481 1.81899999999951 51.996000000001
"elapsed146" 20 20 1740 TRUE FALSE TRUE 0.437583077081776 0.891148325358852 0.853354690306227 0.951552160906832 1.85400000000118 52.4590000000007
"elapsed147" 30 20 1740 TRUE FALSE TRUE 0.455472473389108 0.893141945773525 0.847485517330998 0.950084983853657 2.00299999999879 51.9269999999997
"elapsed148" 40 20 1740 TRUE FALSE TRUE 0.446414102490616 0.891547049441786 0.855080520882091 0.949391343369491 2.14899999999943 52.5860000000011
"elapsed149" 50 20 1740 TRUE FALSE TRUE 0.460663731318738 0.903508771929825 0.870393514176259 0.948957164191202 2.26100000000042 52.3649999999998
"elapsed150" 60 20 1740 TRUE FALSE TRUE 0.460364031247944 0.895135566188198 0.862137611790393 0.948259977331568 2.38500000000022 52.8719999999994
"elapsed151" 70 20 1740 TRUE FALSE TRUE 0.462766221918145 0.897129186602871 0.865432983283237 0.947702260313508 2.55799999999908 52.4629999999997
"elapsed152" 10 30 1740 TRUE FALSE TRUE 0.363703786813902 0.88237639553429 0.82494851580598 0.953545931254618 1.77300000000105 52.4120000000003
"elapsed153" 15 30 1740 TRUE FALSE TRUE 0.433988469811294 0.899920255183413 0.858949149219853 0.952622554141481 1.79099999999926 52.3250000000007
"elapsed154" 20 30 1740 TRUE FALSE TRUE 0.437583077081776 0.891148325358852 0.853354690306227 0.951552160906832 1.85499999999956 52.4689999999991
"elapsed155" 30 30 1740 TRUE FALSE TRUE 0.455472473389108 0.893141945773525 0.847485517330998 0.950084983853657 2 52.646999999999
"elapsed156" 40 30 1740 TRUE FALSE TRUE 0.446414102490616 0.891547049441786 0.855080520882091 0.949391343369491 2.14999999999964 52.6110000000008
"elapsed157" 50 30 1740 TRUE FALSE TRUE 0.460663731318738 0.903508771929825 0.870393514176259 0.948957164191202 2.27900000000045 56.3619999999992
"elapsed158" 60 30 1740 TRUE FALSE TRUE 0.460364031247944 0.895135566188198 0.862137611790393 0.948259977331568 3.29600000000028 56.530999999999
"elapsed159" 70 30 1740 TRUE FALSE TRUE 0.462766221918145 0.897129186602871 0.865432983283237 0.947702260313508 3.48899999999958 57.612000000001
"elapsed160" 10 40 1740 TRUE FALSE TRUE 0.363703786813902 0.88237639553429 0.82494851580598 0.953545931254618 2.44400000000132 56.8109999999997
"elapsed161" 15 40 1740 TRUE FALSE TRUE 0.433988469811294 0.899920255183413 0.858949149219853 0.952622554141481 2.4950000000008 57.3960000000006
"elapsed162" 20 40 1740 TRUE FALSE TRUE 0.437583077081776 0.891148325358852 0.853354690306227 0.951552160906832 2.49699999999939 56.6790000000001
"elapsed163" 30 40 1740 TRUE FALSE TRUE 0.455472473389108 0.893141945773525 0.847485517330998 0.950084983853657 2.67299999999886 57.2800000000025
"elapsed164" 40 40 1740 TRUE FALSE TRUE 0.446414102490616 0.891547049441786 0.855080520882091 0.949391343369491 2.91599999999744 56.9419999999991
"elapsed165" 50 40 1740 TRUE FALSE TRUE 0.460663731318738 0.903508771929825 0.870393514176259 0.948957164191202 3.09500000000116 57.4019999999982
"elapsed166" 60 40 1740 TRUE FALSE TRUE 0.460364031247944 0.895135566188198 0.862137611790393 0.948259977331568 3.14400000000023 57.8950000000004
"elapsed167" 70 40 1740 TRUE FALSE TRUE 0.462766221918145 0.897129186602871 0.865432983283237 0.947702260313508 3.46800000000076 57.768
"elapsed168" 10 50 1740 TRUE FALSE TRUE 0.363703786813902 0.88237639553429 0.82494851580598 0.953545931254618 2.34999999999854 57.9929999999986
"elapsed169" 15 50 1740 TRUE FALSE TRUE 0.433988469811294 0.899920255183413 0.858949149219853 0.952622554141481 2.50200000000041 58.2349999999969
"elapsed170" 20 50 1740 TRUE FALSE TRUE 0.437583077081776 0.891148325358852 0.853354690306227 0.951552160906832 2.63899999999921 57.9150000000009
"elapsed171" 30 50 1740 TRUE FALSE TRUE 0.455472473389108 0.893141945773525 0.847485517330998 0.950084983853657 2.81600000000253 58.107
"elapsed172" 40 50 1740 TRUE FALSE TRUE 0.446414102490616 0.891547049441786 0.855080520882091 0.949391343369491 2.99699999999939 58.3689999999988
"elapsed173" 50 50 1740 TRUE FALSE TRUE 0.460663731318738 0.903508771929825 0.870393514176259 0.948957164191202 3.1339999999982 58.6650000000009
"elapsed174" 60 50 1740 TRUE FALSE TRUE 0.460364031247944 0.895135566188198 0.862137611790393 0.948259977331568 3.29399999999805 58.143
"elapsed175" 70 50 1740 TRUE FALSE TRUE 0.462766221918145 0.897129186602871 0.865432983283237 0.947702260313508 3.41200000000026 57.8510000000024
"elapsed176" 10 60 1740 TRUE FALSE TRUE 0.363703786813902 0.88237639553429 0.82494851580598 0.953545931254618 2.45200000000114 57.9020000000019
"elapsed177" 15 60 1740 TRUE FALSE TRUE 0.433988469811294 0.899920255183413 0.858949149219853 0.952622554141481 2.53199999999924 58.1189999999988
"elapsed178" 20 60 1740 TRUE FALSE TRUE 0.437583077081776 0.891148325358852 0.853354690306227 0.951552160906832 2.49299999999857 57.6059999999998
"elapsed179" 30 60 1740 TRUE FALSE TRUE 0.455472473389108 0.893141945773525 0.847485517330998 0.950084983853657 2.75600000000122 58.0319999999992
"elapsed180" 40 60 1740 TRUE FALSE TRUE 0.446414102490616 0.891547049441786 0.855080520882091 0.949391343369491 2.91100000000006 58.5480000000025
