"bridge_size" "mean_sil_score" "stab_knn_acc_bal" "stab_rmse"
1730 0.380672017646109 0.821378568247897 0.858274141452468
1500 0.370991097043234 0.830309312199974 0.917387119114271
1250 0.369592259098034 0.832766941299202 0.92141170343928
1000 0.37716353818273 0.828156388521502 0.927795906481301
750 0.42125901281359 0.832841453727539 0.859528947786358
500 0.407959606361951 0.834592805398878 0.80170895418837
250 0.366780134160292 0.822045125016197 0.76375211870926
100 0.205535632402881 0.739540942715534 0.745736174513518
10 -0.0989674438899185 0.309955059513359 0.795915086151057
